Sommario profitti e perdite Realizzati e Non realizzati,Header,Tipo di attivo,Simbolo,Agg. costo,Realizzato Profitto S/T,Realizzato Perdita S/T,Realizzato Profitto L/T,Realizzato Perdita L/T,Realizzato Totale,Non realizzato Profitto S/T,Non realizzato Perdita S/T,Non realizzato Profitto L/T,Non realizzato Perdita L/T,Non realizzato Totale,Totale,Codice
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 17MAR23 125 C,0,0,0,0,0,0,0,-72.637034889,0,0,-72.637034889,-72.637034889,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MSFT 16DEC22 200 P,0,0,-894.301624515,0,0,-894.301624515,0,0,0,0,0,-894.301624515,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MSFT 17FEB23 200 P,0,184.425001893,0,0,0,184.425001893,0,0,0,0,0,184.425001893,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MSFT 17FEB23 220 P,0,212.664002047,0,0,0,212.664002047,0,0,0,0,0,212.664002047,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MSFT 17FEB23 255 C,0,0,-12.016888366,0,0,-12.016888366,0,0,0,0,0,-12.016888366,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MSFT 17FEB23 260 C,0,211.322013215,0,0,0,211.322013215,0,0,0,0,0,211.322013215,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MSFT 17FEB23 270 C,0,407.477493472,-8.780133841,0,0,398.697359631,0,0,0,0,0,398.697359631,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MSFT 17FEB23 290 C,0,0,-176.262124746,0,0,-176.262124746,0,0,0,0,0,-176.262124746,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MSFT 17MAR23 220 P,0,150.510620511,0,0,0,150.510620511,0,0,0,0,0,150.510620511,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MSFT 21APR23 215 P,0,0,0,0,0,0,154.223866942,0,0,0,154.223866942,154.223866942,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MSFT 21APR23 260 C,0,0,0,0,0,0,0,-549.699261974,0,0,-549.699261974,-549.699261974,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MSFT 21APR23 275 C,0,0,0,0,0,0,228.104679422,0,0,0,228.104679422,228.104679422,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 17JUN22 75.0 P,0,0,-0.515843249,0,0,-0.515843249,0,0,0,0,0,-0.515843249,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 15JUL22 70 P,0,0,-36.19155951,0,0,-36.19155951,0,0,0,0,0,-36.19155951,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 15JUL22 75 P,0,0,-15.116329904,0,0,-15.116329904,0,0,0,0,0,-15.116329904,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 15JUL22 77.5 P,0,75.495582503,0,0,0,75.495582503,0,0,0,0,0,75.495582503,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 15JUL22 80 P,0,18.623663691,0,0,0,18.623663691,0,0,0,0,0,18.623663691,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 15JUL22 82.5 P,0,0,-71.007121291,0,0,-71.007121291,0,0,0,0,0,-71.007121291,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 15JUL22 85 C,0,38.327107328,0,0,0,38.327107328,0,0,0,0,0,38.327107328,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 15JUL22 90 C,0,0,-13.870427013,0,0,-13.870427013,0,0,0,0,0,-13.870427013,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 19AUG22 72.5 P,0,0,-120.926427894,0,0,-120.926427894,0,0,0,0,0,-120.926427894,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 19AUG22 77.5 P,0,0,-20.170583298,0,0,-20.170583298,0,0,0,0,0,-20.170583298,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 19AUG22 80 P,0,172.260594211,-74.158593894,0,0,98.102000317,0,0,0,0,0,98.102000317,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 19AUG22 82.5 P,0,395.839712574,0,0,0,395.839712574,0,0,0,0,0,395.839712574,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 19AUG22 87.5 C,0,99.806293206,0,0,0,99.806293206,0,0,0,0,0,99.806293206,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 19AUG22 90 C,0,71.198680347,-1.947156782,0,0,69.251523565,0,0,0,0,0,69.251523565,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 19AUG22 95 C,0,0,-38.446845192,0,0,-38.446845192,0,0,0,0,0,-38.446845192,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 16SEP22 80 P,0,0,-31.302314584,0,0,-31.302314584,0,0,0,0,0,-31.302314584,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 16SEP22 82.5 P,0,0,-113.976196934,0,0,-113.976196934,0,0,0,0,0,-113.976196934,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 21OCT22 87.5 C,0,38.278648578,0,0,0,38.278648578,0,0,0,0,0,38.278648578,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 21OCT22 90 C,0,75.33053904,0,0,0,75.33053904,0,0,0,0,0,75.33053904,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 21OCT22 92.5 C,0,0,-58.76537103,0,0,-58.76537103,0,0,0,0,0,-58.76537103,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 20JAN23 60 P,0,28.437918712,0,0,0,28.437918712,0,0,0,0,0,28.437918712,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 20JAN23 75 P,0,68.802532127,0,0,0,68.802532127,0,0,0,0,0,68.802532127,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 20JAN23 77.5 P,0,9.917791221,0,0,0,9.917791221,0,0,0,0,0,9.917791221,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 20JAN23 85 C,0,0,-1315.141835849,0,0,-1315.141835849,0,0,0,0,0,-1315.141835849,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 20JAN23 85 P,0,174.308927946,0,0,0,174.308927946,0,0,0,0,0,174.308927946,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 20JAN23 90 C,0,232.318330232,0,0,0,232.318330232,0,0,0,0,0,232.318330232,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 20JAN23 90 P,0,213.607111946,0,0,0,213.607111946,0,0,0,0,0,213.607111946,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 20JAN23 92.5 P,0,175.843575665,0,0,0,175.843575665,0,0,0,0,0,175.843575665,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 20JAN23 105 C,0,0,-1.196948768,0,0,-1.196948768,0,0,0,0,0,-1.196948768,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 21APR23 87.5 C,0,0,-8.75758434,0,0,-8.75758434,0,0,0,0,0,-8.75758434,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 21APR23 92.5 P,0,205.976769264,0,0,0,205.976769264,0,0,0,0,0,205.976769264,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,NVS 21APR23 105 C,0,0,-59.37250172,0,0,-59.37250172,0,0,0,0,0,-59.37250172,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,OXY 18NOV22 50 P,0,9.014165545,0,0,0,9.014165545,0,0,0,0,0,9.014165545,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,OXY 16DEC22 50 P,0,79.501052406,0,0,0,79.501052406,0,0,0,0,0,79.501052406,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,OXY 16DEC22 57.5 P,0,16.326090326,0,0,0,16.326090326,0,0,0,0,0,16.326090326,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,OXY 16DEC22 65 P,0,0,-172.101259223,0,0,-172.101259223,0,0,0,0,0,-172.101259223,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,OXY 16DEC22 95 C,0,11.235708824,0,0,0,11.235708824,0,0,0,0,0,11.235708824,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,OXY 16DEC22 105 C,0,0,-13.689300844,0,0,-13.689300844,0,0,0,0,0,-13.689300844,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,OXY 17FEB23 65 P,0,130.404984074,0,0,0,130.404984074,0,0,0,0,0,130.404984074,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,OXY 17MAR23 52.5 P,0,90.064160023,0,0,0,90.064160023,0,0,0,0,0,90.064160023,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,OXY 19MAY23 52.5 P,0,0,0,0,0,0,3.870170746,0,0,0,3.870170746,3.870170746,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 17JUN22 44.0 P,0,0,-14.340338101,0,0,-14.340338101,0,0,0,0,0,-14.340338101,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 17JUN22 48.0 P,0,21.603325805,0,0,0,21.603325805,0,0,0,0,0,21.603325805,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 24JUN22 44 P,0,0,-5.659267618,0,0,-5.659267618,0,0,0,0,0,-5.659267618,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 24JUN22 46.5 P,0,10.369902827,0,0,0,10.369902827,0,0,0,0,0,10.369902827,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 24JUN22 47.5 P,0,12.235153937,0,0,0,12.235153937,0,0,0,0,0,12.235153937,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 24JUN22 49 C,0,0,-44.228058119,0,0,-44.228058119,0,0,0,0,0,-44.228058119,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 24JUN22 50.5 C,0,3.547750785,0,0,0,3.547750785,0,0,0,0,0,3.547750785,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 01JUL22 47 P,0,0,-3.88475451,0,0,-3.88475451,0,0,0,0,0,-3.88475451,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 01JUL22 49 P,0,3.147204571,0,0,0,3.147204571,0,0,0,0,0,3.147204571,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 08JUL22 49.5 P,0,0,-12.647252834,0,0,-12.647252834,0,0,0,0,0,-12.647252834,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 08JUL22 51 P,0,44.417009926,0,0,0,44.417009926,0,0,0,0,0,44.417009926,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 08JUL22 52 C,0,0,-231.111870468,0,0,-231.111870468,0,0,0,0,0,-231.111870468,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 08JUL22 54 C,0,26.217286717,0,0,0,26.217286717,0,0,0,0,0,26.217286717,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 15JUL22 50 P,0,11.773150899,0,0,0,11.773150899,0,0,0,0,0,11.773150899,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 15JUL22 50.5 C,0,0,-59.372009839,0,0,-59.372009839,0,0,0,0,0,-59.372009839,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 15JUL22 51.5 C,0,0,-45.276585774,0,0,-45.276585774,0,0,0,0,0,-45.276585774,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 15JUL22 51.5 P,0,0,-238.600802821,0,0,-238.600802821,0,0,0,0,0,-238.600802821,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 15JUL22 53 C,0,25.47129832,0,0,0,25.47129832,0,0,0,0,0,25.47129832,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 15JUL22 55 C,0,10.261275032,0,0,0,10.261275032,0,0,0,0,0,10.261275032,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 15JUL22 56 C,0,0,-3.830763315,0,0,-3.830763315,0,0,0,0,0,-3.830763315,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 15JUL22 57 C,0,0,-3.815623903,0,0,-3.815623903,0,0,0,0,0,-3.815623903,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 22JUL22 47.5 P,0,0,-11.149372217,0,0,-11.149372217,0,0,0,0,0,-11.149372217,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 22JUL22 49 P,0,15.265082876,0,0,0,15.265082876,0,0,0,0,0,15.265082876,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 19AUG22 35 P,0,0,-6.378156031,0,0,-6.378156031,0,0,0,0,0,-6.378156031,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 19AUG22 37.5 P,0,0,-22.000817831,0,0,-22.000817831,0,0,0,0,0,-22.000817831,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 19AUG22 45 P,0,21.552267492,0,0,0,21.552267492,0,0,0,0,0,21.552267492,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 19AUG22 47.5 P,0,98.760834526,-1.132515651,0,0,97.628318875,0,0,0,0,0,97.628318875,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 19AUG22 52.5 C,0,362.808965101,0,0,0,362.808965101,0,0,0,0,0,362.808965101,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 19AUG22 55 C,0,98.066487909,0,0,0,98.066487909,0,0,0,0,0,98.066487909,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 19AUG22 57.5 C,0,0,-83.820957894,0,0,-83.820957894,0,0,0,0,0,-83.820957894,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 19AUG22 60 C,0,0,-25.886567606,0,0,-25.886567606,0,0,0,0,0,-25.886567606,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 16SEP22 45 P,0,0,-255.579534598,0,0,-255.579534598,0,0,0,0,0,-255.579534598,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 16SEP22 47 P,0,0,-188.562566371,0,0,-188.562566371,0,0,0,0,0,-188.562566371,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 16SEP22 51 C,0,113.876712354,0,0,0,113.876712354,0,0,0,0,0,113.876712354,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 16SEP22 52.5 C,0,0,-57.499905086,0,0,-57.499905086,0,0,0,0,0,-57.499905086,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 16SEP22 55 C,0,19.620251534,0,0,0,19.620251534,0,0,0,0,0,19.620251534,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 16SEP22 57.5 C,0,0,-16.143001528,0,0,-16.143001528,0,0,0,0,0,-16.143001528,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 21OCT22 50 C,0,86.059121551,0,0,0,86.059121551,0,0,0,0,0,86.059121551,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 21OCT22 52.5 C,0,0,-42.190239993,0,0,-42.190239993,0,0,0,0,0,-42.190239993,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 18NOV22 40 P,0,0,-247.489882056,0,0,-247.489882056,0,0,0,0,0,-247.489882056,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 18NOV22 45 P,0,301.471551138,0,0,0,301.471551138,0,0,0,0,0,301.471551138,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 18NOV22 50 C,0,31.08715571,0,0,0,31.08715571,0,0,0,0,0,31.08715571,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 18NOV22 55 C,0,0,-13.368704955,0,0,-13.368704955,0,0,0,0,0,-13.368704955,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 16DEC22 35 P,0,35.381578002,0,0,0,35.381578002,0,0,0,0,0,35.381578002,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 16DEC22 45 P,0,54.116728003,0,0,0,54.116728003,0,0,0,0,0,54.116728003,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 16DEC22 52.5 C,0,0,-376.274936218,0,0,-376.274936218,0,0,0,0,0,-376.274936218,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 16DEC22 57.5 C,0,0,-15.103092045,0,0,-15.103092045,0,0,0,0,0,-15.103092045,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,PFE 17FEB23 42.5 P,0,29.363761499,0,0,0,29.363761499,0,0,0,0,0,29.363761499,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,SNY 19AUG22 42 P,0,126.141857166,0,0,0,126.141857166,0,0,0,0,0,126.141857166,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,SNY 19AUG22 46 C,0,75.350947019,0,0,0,75.350947019,0,0,0,0,0,75.350947019,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,SNY 19AUG22 47 P,0,0,-962.116523155,0,0,-962.116523155,0,0,0,0,0,-962.116523155,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,SNY 19AUG22 55 C,0,46.014111953,0,0,0,46.014111953,0,0,0,0,0,46.014111953,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,SNY 19AUG22 60 C,0,0,-20.518378596,0,0,-20.518378596,0,0,0,0,0,-20.518378596,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,SNY 16SEP22 36 P,0,0,-35.244789309,0,0,-35.244789309,0,0,0,0,0,-35.244789309,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,SNY 16SEP22 38 P,0,54.613175989,-8.941846485,0,0,45.671329504,0,0,0,0,0,45.671329504,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,SPY 17MAR23 350 P,0,0,0,0,0,0,0,-230.118598756,0,0,-230.118598756,-230.118598756,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,SPY 17MAR23 360 P,0,55.238186739,0,0,0,55.238186739,0,0,0,0,0,55.238186739,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,SPY 15DEC23 180 P,0,397.878213204,0,0,0,397.878213204,0,0,0,0,0,397.878213204,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,SPY 15DEC23 360 P,0,3643.69839572,-5498.915993721,0,0,-1855.217598001,0,0,0,0,0,-1855.217598001,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,TSM 17FEB23 70 P,0,84.173933571,0,0,0,84.173933571,0,0,0,0,0,84.173933571,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,TSM 17MAR23 70 P,0,82.087329261,0,0,0,82.087329261,0,0,0,0,0,82.087329261,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,TSM 17MAR23 75 P,0,0,-17.917749635,0,0,-17.917749635,0,0,0,0,0,-17.917749635,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,TSM 21APR23 75 P,0,0,0,0,0,0,72.347755144,0,0,0,72.347755144,72.347755144,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,TXN 16DEC22 155 P,0,22.4871854,0,0,0,22.4871854,0,0,0,0,0,22.4871854,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,TXN 20JAN23 155 P,0,29.736562474,0,0,0,29.736562474,0,0,0,0,0,29.736562474,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,TXN 17MAR23 150 P,0,111.019180293,0,0,0,111.019180293,0,0,0,0,0,111.019180293,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,TXN 17MAR23 155 P,0,0,0,0,0,0,135.404580638,0,0,0,135.404580638,135.404580638,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,TXN 17MAR23 160 P,0,15.760287098,0,0,0,15.760287098,0,0,0,0,0,15.760287098,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,TXN 17MAR23 195 C,0,0,0,0,0,0,127.616470551,-13.149485559,0,0,114.466984991,114.466984991,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,TXN 17MAR23 200 C,0,119.74415659,0,0,0,119.74415659,0,0,0,0,0,119.74415659,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,TXN 17MAR23 210 C,0,0,0,0,0,0,0,-89.776050578,0,0,-89.776050578,-89.776050578,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,USB 16DEC22 32.5 P,0,42.943505642,0,0,0,42.943505642,0,0,0,0,0,42.943505642,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,USB 20JAN23 35 P,0,18.347153397,0,0,0,18.347153397,0,0,0,0,0,18.347153397,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,USB 17FEB23 35 P,0,0,0,0,0,0,16.808771193,0,0,0,16.808771193,16.808771193,
